x,y,z
2.382696000000000258e-01,1.173524599999999918e+00,4.665670000000000650e-01
3.491880000000000539e-01,1.167406111111110922e+00,4.665616666666665968e-01
3.871634999999999938e-01,1.136113750000000033e+00,4.412777500000000241e-01
3.853363333333333363e-01,1.169818666666666784e+00,4.414039999999999631e-01
2.402043333333333253e-01,1.194411666666666649e+00,4.496421666666666206e-01
3.567056666666666986e-01,1.197630888888888911e+00,4.456113333333334148e-01
2.436652857142856676e-01,1.225515857142857268e+00,4.466789999999999372e-01
3.492157499999999914e-01,1.227643500000000110e+00,4.444425000000000181e-01
2.386202499999999782e-01,1.197145000000000126e+00,4.674584999999999990e-01
3.448538888888888487e-01,1.194097999999999882e+00,4.691524444444444275e-01
2.391315999999999720e-01,1.222665200000000008e+00,4.694668000000000174e-01
3.501897777777777665e-01,1.226770444444444497e+00,4.689737777777777672e-01
3.902627499999999916e-01,1.198721249999999960e+00,4.427872499999999656e-01
3.897741666666666993e-01,1.227349000000000023e+00,4.426368333333334237e-01
7.131429999999999714e-01,1.155979000000000090e+00,4.043900000000000272e-01
6.738039999999999585e-01,1.134876999999999914e+00,4.188779999999999726e-01
6.843702000000000396e-01,1.168811799999999845e+00,4.178561999999999554e-01
7.209412500000000890e-01,1.144889500000000115e+00,3.984883750000000058e-01
8.497569999999999846e-01,1.150662000000000074e+00,3.916029999999999789e-01
7.166440000000000587e-01,1.170603000000000060e+00,3.992054999999999909e-01
8.531690000000000662e-01,1.171170000000000044e+00,3.921540000000000026e-01
7.176510000000000389e-01,1.138675000000000104e+00,4.129369999999999985e-01
7.176464999999999650e-01,1.160689000000000082e+00,4.129804999999999726e-01
7.106799999999999784e-01,1.199556666666666827e+00,3.987963333333333082e-01
6.375379999999999381e-01,1.232403499999999985e+00,4.002425000000000010e-01
7.088087499999999874e-01,1.191609750000000023e+00,4.171084999999999932e-01
6.681770000000000209e-01,1.218275999999999915e+00,4.289914999999999701e-01
7.156743333333333013e-01,1.189387333333333352e+00,4.023373333333333246e-01
8.500817499999999693e-01,1.199456999999999995e+00,3.917504999999999460e-01
7.183697499999999181e-01,1.224245499999999875e+00,3.947785000000000322e-01
8.367175000000000029e-01,1.225270999999999999e+00,3.898082500000000228e-01
7.204620000000000468e-01,1.208890999999999938e+00,4.218040000000000123e-01
7.190914999999999946e-01,1.222722000000000087e+00,4.174714999999999954e-01
2.558799999999999963e-01,1.257819500000000090e+00,4.025499999999999634e-01
3.399780000000000579e-01,1.264821833333333201e+00,3.990288333333333326e-01
2.278879367088608165e-01,1.280732860759493663e+00,3.989418101265823080e-01
3.573258181818181889e-01,1.277035681818181834e+00,3.983399545454545665e-01
2.533501999999999699e-01,1.259387800000000057e+00,4.242129999999999512e-01
3.447924000000000544e-01,1.263606599999999913e+00,4.248549999999999827e-01
2.261076111111111342e-01,1.280811666666666904e+00,4.217406666666667081e-01
3.592887142857143501e-01,1.277873928571428452e+00,4.210996428571428529e-01
4.469191999999999609e-01,1.260819200000000029e+00,3.982685999999999171e-01
4.082840312500000679e-01,1.279332921875000473e+00,3.994115781250001662e-01
4.472825999999999746e-01,1.262390600000000251e+00,4.184134000000000464e-01
4.087811290322580504e-01,1.279339564516128958e+00,4.224397580645163353e-01
2.472769999999999968e-01,1.253690833333333421e+00,4.444485000000000241e-01
3.621654999999999736e-01,1.261874100000000221e+00,4.464905999999999042e-01
2.243902031249999651e-01,1.280851953124999554e+00,4.448656875000001620e-01
3.589990909090909343e-01,1.273166363636363707e+00,4.433202727272727017e-01
2.397240000000000482e-01,1.254880285714285781e+00,4.666749999999999510e-01
3.586506428571428762e-01,1.259999500000000383e+00,4.632081428571428461e-01
2.186497755102041196e-01,1.279364816326530763e+00,4.680630204081632217e-01
4.177928750000000080e-01,1.259813375000000013e+00,4.451464999999999450e-01
4.224573157894735420e-01,1.276870578947368884e+00,4.417203684210526671e-01
4.460705000000000364e-01,1.256879000000000079e+00,4.578250000000000375e-01
6.695067500000000393e-01,1.265475499999999975e+00,3.978617499999999585e-01
6.894352142857143040e-01,1.276592428571428739e+00,3.999182857142857261e-01
6.663988000000000689e-01,1.258874300000000002e+00,4.257175999999999183e-01
6.900184999999999791e-01,1.277236650000000084e+00,4.212982000000000116e-01
7.300033333333333374e-01,1.261635999999999980e+00,4.052166666666667250e-01
8.281479999999999952e-01,1.247298499999999866e+00,3.885739999999999750e-01
7.248016666666665664e-01,1.275519888888888786e+00,3.982825555555555286e-01
7.292086666666667272e-01,1.259184499999999929e+00,4.263761666666667227e-01
7.230514285714285672e-01,1.273528285714286001e+00,4.201032857142856791e-01
-5.027505652173911432e-01,4.449959999999999471e-01,4.919354347826087048e-01
-5.018176315789473207e-01,4.738371578947370155e-01,4.906685263157894439e-01
-5.026146086956524428e-01,4.452332608695653837e-01,5.148109565217392491e-01
-5.003918695652174176e-01,4.722346956521739081e-01,5.118972608695652182e-01
-5.013470434782608676e-01,5.030646086956522822e-01,4.925287391304348228e-01
-4.995634736842105572e-01,5.320064210526316284e-01,4.900240000000000151e-01
-5.001303499999998348e-01,5.036872999999999490e-01,5.144231999999999694e-01
-4.977937916666667628e-01,5.311342500000000300e-01,5.137011666666666532e-01
-5.023613478260868792e-01,4.432543043478261446e-01,5.381423913043479335e-01
-5.010727826086958103e-01,4.749292608695652174e-01,5.363570869565217336e-01
-5.020540454545453501e-01,4.444618181818181801e-01,5.607168181818181774e-01
-5.002719130434781780e-01,4.737715217391302303e-01,5.607476521739129804e-01
-5.007201500000000305e-01,5.056699499999999237e-01,5.351345499999998756e-01
-4.959598461538461955e-01,5.306162307692308122e-01,5.372963846153846479e-01
-4.992234210526315108e-01,5.031619473684210142e-01,5.597566315789472835e-01
-4.966131666666667166e-01,5.288238888888889822e-01,5.589448888888888245e-01
-4.986505999999999439e-01,5.610352000000000672e-01,4.907972500000001292e-01
-4.954834333333333896e-01,5.903635999999999884e-01,4.919251000000000595e-01
-4.972860000000000058e-01,5.605756086956521500e-01,5.143505652173913090e-01
-4.953004333333333453e-01,5.912608333333333466e-01,5.137370666666666308e-01
-4.950742580645161595e-01,6.188993225806451726e-01,4.892834516129033195e-01
-4.940998214285713952e-01,6.476513928571429046e-01,4.932915714285713293e-01
-4.950329677419355034e-01,6.187511612903225933e-01,5.140055161290323360e-01
-4.952808888888891037e-01,6.485304074074073055e-01,5.146555185185186509e-01
-4.965650000000000341e-01,5.611258461538460862e-01,5.363562307692307796e-01
-4.956355999999999540e-01,5.916145999999999905e-01,5.394002666666666279e-01
-4.981582857142856646e-01,5.611829999999999874e-01,5.595776666666666399e-01
-4.947417142857143402e-01,5.861163571428571473e-01,5.575657857142857221e-01
-4.942611111111112066e-01,6.152625185185185419e-01,5.358346666666666813e-01
-4.941875714285715038e-01,6.459614285714285753e-01,5.356514761904762612e-01
-4.933231666666667015e-01,6.190243333333332876e-01,5.613988333333332914e-01
-4.946201428571430081e-01,6.499581428571429287e-01,5.590833333333332655e-01
-5.022489523809524625e-01,4.445803809523808381e-01,5.828959523809522647e-01
-4.979568333333332930e-01,4.735156111111111787e-01,5.821723333333331807e-01
-5.014653913043478628e-01,4.444326956521740812e-01,6.056672608695652382e-01
-4.982643684210525947e-01,4.739455263157895115e-01,6.054411052631580858e-01
-4.978335500000000136e-01,5.016243000000000229e-01,5.830110499999999751e-01
-4.975131999999999333e-01,5.309177499999999661e-01,5.834911999999999876e-01
-4.989838000000000329e-01,5.013170666666666442e-01,6.076207333333333294e-01
-4.992400833333333066e-01,5.316146666666666798e-01,6.055445833333333860e-01
-5.018020526315788432e-01,4.457970526315789273e-01,6.295048421052631404e-01
-4.990626315789474243e-01,4.715849473684211035e-01,6.297233684210526983e-01
-5.000828235294118018e-01,4.457421764705882250e-01,6.541410588235293533e-01
-4.977859374999999975e-01,4.768821874999999988e-01,6.546911875000001046e-01
-4.998069333333333697e-01,5.035334666666666514e-01,6.311791999999999403e-01
-4.981184090909090423e-01,5.311342272727272995e-01,6.277397727272727712e-01
-4.981179090909090834e-01,5.050916363636364093e-01,6.533192727272726374e-01
-4.964897142857142009e-01,5.327909285714286236e-01,6.541267142857142280e-01
-4.962302499999999283e-01,5.585063124999999351e-01,5.828876250000001313e-01
-4.958954736842104971e-01,5.888174736842103352e-01,5.819884736842103612e-01
-4.968259999999999343e-01,5.616856666666667497e-01,6.075481111111109556e-01
-4.935907333333332536e-01,5.890666666666667384e-01,6.044187333333332912e-01
-4.943453999999999904e-01,6.201040000000000996e-01,5.831548666666666048e-01
-4.946529411764706285e-01,6.506007647058824617e-01,5.801648823529411692e-01
-4.933777142857142528e-01,6.177600714285714778e-01,6.059987857142855594e-01
-4.938034117647059906e-01,6.492324705882352998e-01,6.029888823529411246e-01
-4.956032857142856907e-01,5.603529285714284880e-01,6.265258571428571344e-01
-4.947526666666666184e-01,5.890908888888888306e-01,6.273554444444443545e-01
-4.941740666666666337e-01,5.589574666666667913e-01,6.525844666666666960e-01
-4.937665833333333421e-01,5.905271666666666031e-01,6.507931666666666448e-01
-4.934638888888889241e-01,6.172522222222220911e-01,6.270155555555556592e-01
-4.943275999999999781e-01,6.461144000000000887e-01,6.268732000000000193e-01
-4.924970999999999099e-01,6.141512999999999556e-01,6.526800000000000379e-01
-4.928091250000000145e-01,6.488737500000000269e-01,6.493051249999999275e-01
-4.942119615384614750e-01,6.769529230769228967e-01,4.918514999999999970e-01
-4.937624285714286021e-01,7.037221428571427406e-01,4.889961428571429347e-01
-4.945063157894736272e-01,6.755117894736840656e-01,5.146082631578947630e-01
-4.928240869565218563e-01,7.036598260869565413e-01,5.141698260869566051e-01
-4.935439523809523887e-01,7.313307619047618724e-01,4.910101428571428950e-01
-4.924699230769231106e-01,7.674040769230767722e-01,4.921659999999999924e-01
-4.933450666666666651e-01,7.349180666666667028e-01,5.173531999999999575e-01
-4.931077999999999295e-01,7.632535000000000291e-01,5.117046999999999013e-01
-4.938732727272727718e-01,6.766725909090909319e-01,5.366884545454545519e-01
-4.927976250000000169e-01,7.023338749999999964e-01,5.386731875000000391e-01
-4.947900499999999258e-01,6.761668000000000678e-01,5.586219000000001156e-01
-4.940876499999999893e-01,7.033662000000000525e-01,5.615381000000001510e-01
-4.932644999999999946e-01,7.307315714285713693e-01,5.357627142857143143e-01
-4.936929444444443926e-01,7.657719999999998972e-01,5.385985555555554694e-01
-4.932472500000000259e-01,7.322020000000000195e-01,5.607245000000000701e-01
-4.933529285714285395e-01,7.639732142857144082e-01,5.609077142857142873e-01
-4.941828421052631426e-01,7.937508947368421275e-01,4.918373157894736503e-01
-4.939277142857142477e-01,8.218622857142856564e-01,4.915921904761905159e-01
-4.941809333333333498e-01,7.930777333333333123e-01,5.128718000000000998e-01
-4.939991249999999834e-01,8.198842499999999811e-01,5.142962500000000103e-01
-4.940599999999999992e-01,8.507628124999999653e-01,4.919310625000000159e-01
-4.932819166666666533e-01,8.787111666666667098e-01,4.934426666666666406e-01
-4.940074000000000409e-01,8.497977999999999366e-01,5.132873333333333177e-01
-4.940260769230769289e-01,8.803190769230769819e-01,5.134939230769229868e-01
-4.935775500000000315e-01,7.908388000000001750e-01,5.369512499999999910e-01
-4.941498571428571407e-01,8.224397857142855539e-01,5.381440714285713467e-01
-4.932215454545454403e-01,7.902897272727272826e-01,5.609850909090908777e-01
-4.954565500000001066e-01,8.209343000000000057e-01,5.617670999999998527e-01
-4.958901249999999594e-01,8.510927499999998425e-01,5.349507500000000304e-01
-4.948928499999999953e-01,8.793632999999999589e-01,5.386296500000000709e-01
-4.939396666666667213e-01,8.510202666666668581e-01,5.596560666666665629e-01
-4.942969999999999309e-01,8.784400624999999518e-01,5.605373125000000512e-01
-4.943770500000000401e-01,6.767036499999999899e-01,5.817270500000000233e-01
-4.947825909090910468e-01,7.065205454545455677e-01,5.823448636363636188e-01
-4.936386923076922506e-01,6.772540000000000227e-01,6.024641538461538159e-01
-4.938390454545455444e-01,7.044794999999999252e-01,6.073520000000000030e-01
-4.935593076923077693e-01,7.362029999999998298e-01,5.854276923076923156e-01
-4.930428000000001143e-01,7.629315333333333005e-01,5.834887333333332871e-01
-4.935422499999999602e-01,7.346439166666667298e-01,6.040436666666667564e-01
-4.938938181818182116e-01,7.646384999999998877e-01,6.066043181818181473e-01
-4.943943750000000525e-01,6.771203749999999966e-01,6.258841250000000134e-01
-4.924866999999999995e-01,7.050387999999999655e-01,6.295195000000001206e-01
-4.930038181818181542e-01,6.752234545454546266e-01,6.513696363636363174e-01
-4.938758181818181381e-01,7.014069090909090809e-01,6.526693636363636308e-01
-4.946506666666666274e-01,7.364381666666667270e-01,6.311161666666667003e-01
-4.943491176470588555e-01,7.627024705882350375e-01,6.268418823529412487e-01
-4.939309999999999534e-01,7.368910769230769819e-01,6.540340769230769125e-01
-4.951812352941176720e-01,7.634107058823529357e-01,6.532985882352941864e-01
-4.940327894736841197e-01,7.931901578947369025e-01,5.840290000000000203e-01
-4.938150909090909257e-01,8.215639090909090392e-01,5.858469090909091959e-01
-4.927701818181818294e-01,7.924269999999999925e-01,6.045639999999999903e-01
-4.937044999999999351e-01,8.239482857142857997e-01,6.072845714285713958e-01
-4.945460000000000966e-01,8.503449473684210336e-01,5.830799999999999317e-01
-4.927985384615384823e-01,8.790701538461539455e-01,5.848524615384614878e-01
-4.948373749999999682e-01,8.520409999999999373e-01,6.057261250000000041e-01
-4.943940714285713911e-01,8.792631428571429097e-01,6.076415714285715586e-01
-4.938706428571428830e-01,7.936810714285714718e-01,6.271540714285713802e-01
-4.940173333333332528e-01,8.233393333333333119e-01,6.287050666666667009e-01
-4.940527999999999031e-01,7.896708000000001171e-01,6.524070666666667018e-01
-4.950297000000000724e-01,8.233785500000001534e-01,6.529127500000000417e-01
-4.946515384615384203e-01,8.509553076923077608e-01,6.257883076923076437e-01
-4.953458571428570600e-01,8.787380000000001301e-01,6.301345714285714328e-01
-4.951831999999999900e-01,8.499020666666666779e-01,6.526767333333334253e-01
-4.946780499999999803e-01,8.792667499999999858e-01,6.535718999999999834e-01
-4.985349999999999504e-01,4.461499999999999910e-01,6.740077499999999056e-01
-4.963217500000000060e-01,4.714763750000000586e-01,6.742612500000000342e-01
-4.968055000000000665e-01,4.435899999999999843e-01,6.924540000000000139e-01
-4.979879999999999307e-01,4.753730000000000455e-01,6.987444999999999906e-01
-4.956585333333333732e-01,5.037694666666666654e-01,6.726507333333332506e-01
-4.942469090909090701e-01,5.302977272727271707e-01,6.727359999999998896e-01
-4.969821052631578917e-01,5.022508421052632732e-01,6.984784736842103436e-01
-4.961325714285714228e-01,5.350208571428570758e-01,6.981813571428572285e-01
-5.160970000000000280e-01,4.383584999999999843e-01,7.305900000000000727e-01
-4.966653333333333475e-01,4.790466666666666207e-01,7.124553333333333294e-01
-5.186546666666667083e-01,4.442873333333333119e-01,7.334213333333333695e-01
-5.302270000000000039e-01,4.736540000000000195e-01,7.462210000000000232e-01
-5.152860000000000218e-01,4.887000000000000233e-01,7.295369999999999910e-01
-4.981575000000000308e-01,5.289189999999999170e-01,7.103405000000000413e-01
-5.382789999999999520e-01,4.929029999999999800e-01,7.551309999999999967e-01
-4.936193846153846265e-01,5.614596923076923263e-01,6.729173076923077312e-01
-4.938406666666666500e-01,5.883818888888888710e-01,6.727935555555555336e-01
-4.943974444444443894e-01,5.618448888888889492e-01,7.012888888888889616e-01
-4.936436666666667583e-01,5.889916666666666911e-01,6.998023333333334151e-01
-4.918201999999999852e-01,6.170820000000001304e-01,6.736568000000000556e-01
-4.933287500000000381e-01,6.474347499999999478e-01,6.810800000000000187e-01
-4.911380000000000190e-01,6.194439999999999946e-01,7.022519999999999873e-01
-4.923473333333333035e-01,6.460169999999999524e-01,6.964096666666667046e-01
-4.918210000000000082e-01,5.472219999999999862e-01,7.279029999999999667e-01
-5.020069999999999810e-01,5.694700000000000317e-01,7.397249999999999659e-01
-5.126249999999999973e-01,5.875660000000000327e-01,7.520649999999999835e-01
-4.923914999999999820e-01,6.252904999999999713e-01,7.144935000000000036e-01
-4.961050000000000182e-01,6.414659999999999807e-01,7.186684999999999324e-01
-5.386170000000000124e-01,5.076272499999999743e-01,7.583912499999999612e-01
-5.267295000000000726e-01,5.413965000000000583e-01,7.811569999999999903e-01
-5.180700000000000305e-01,5.995500000000000274e-01,7.583849999999999758e-01
-5.328215000000000590e-01,5.583164999999999933e-01,7.883700000000000152e-01
-5.285180000000000433e-01,6.179160000000000208e-01,7.705250000000000155e-01
-5.472709999999999519e-01,6.498980000000000867e-01,7.923184999999999256e-01
-5.627299999999999525e-01,5.607670000000000154e-01,8.106389999999999985e-01
-5.604099999999999637e-01,5.971969999999999779e-01,8.211540000000000505e-01
-5.992750000000000021e-01,5.799469999999999903e-01,8.361889999999999601e-01
-5.753369999999999873e-01,6.197129999999999583e-01,8.388860000000000205e-01
-4.925720000000000098e-01,6.888734999999999165e-01,6.720869999999999900e-01
-4.930142857142856827e-01,7.033141428571428877e-01,6.794590000000001462e-01
-4.945706666666666584e-01,6.780604999999999549e-01,7.058993333333333231e-01
-4.951473333333333282e-01,7.100949999999999207e-01,6.939506666666664936e-01
-4.944045833333333140e-01,7.357019999999999671e-01,6.740697500000000231e-01
-4.945277000000000145e-01,7.610967000000000704e-01,6.769832000000000072e-01
-4.945375833333333637e-01,7.340678333333334749e-01,6.974119166666667979e-01
-4.944018181818181645e-01,7.670689090909091901e-01,6.930112727272729201e-01
-5.079010000000000469e-01,6.664250000000000451e-01,7.320079999999999920e-01
-4.994636666666666946e-01,7.125689999999998969e-01,7.112456666666666649e-01
-5.175880000000000480e-01,6.859410000000000229e-01,7.429660000000000153e-01
-5.213910000000000489e-01,6.973679999999999879e-01,7.472569999999999490e-01
-4.978703000000000434e-01,7.359012000000000331e-01,7.231625999999999888e-01
-4.921556000000000819e-01,7.688215999999999939e-01,7.193144000000000204e-01
-5.037414090909090314e-01,7.296431363636365353e-01,7.453670909090909236e-01
-4.926795000000000480e-01,7.656604999999999661e-01,7.457125000000000004e-01
-4.957186666666666963e-01,7.928668000000000937e-01,6.781491999999998965e-01
-4.948211818181817989e-01,8.230736363636363961e-01,6.743404545454544374e-01
-4.947747499999999299e-01,7.942997500000000821e-01,6.937477499999999964e-01
-4.948785555555554883e-01,8.202098888888890160e-01,6.961305555555554747e-01
-4.947348461538461639e-01,8.500531538461537640e-01,6.748483076923077473e-01
-4.953559230769230548e-01,8.764670769230769043e-01,6.765791538461539689e-01
-4.936546666666666305e-01,8.501683333333331927e-01,6.934962222222221806e-01
-4.937587777777777687e-01,8.763228888888889845e-01,6.947785555555555659e-01
-4.932959999999999567e-01,7.945789999999999242e-01,7.177921999999999914e-01
-4.934750000000000525e-01,8.222358333333333880e-01,7.243749999999998801e-01
-4.921534000000000186e-01,7.905105999999999522e-01,7.414834000000001257e-01
-4.932524999999999826e-01,8.137959999999999638e-01,7.491902500000000575e-01
-4.920145999999999686e-01,8.445394000000000512e-01,7.216934000000000404e-01
-4.940644999999999620e-01,8.769197499999999978e-01,7.260519999999999197e-01
-4.930472857142857435e-01,8.494391428571427261e-01,7.450374285714286282e-01
-4.931591666666666485e-01,8.847636666666666150e-01,7.459223333333332429e-01
-5.308950000000000058e-01,7.171239999999999837e-01,7.580050000000000399e-01
-5.335317499999999713e-01,7.190292499999999531e-01,7.883877499999999428e-01
-5.088906363636364061e-01,7.274738181818183325e-01,7.683561818181817715e-01
-4.935646249999999791e-01,7.599441250000000814e-01,7.709261250000000176e-01
-5.170308695652174880e-01,7.279154782608696639e-01,7.891626521739132372e-01
-4.934895000000000254e-01,7.526749999999999829e-01,7.928790000000000004e-01
-5.663019999999999721e-01,6.828760000000000385e-01,8.144329999999999625e-01
-5.379584000000000588e-01,7.134867999999999766e-01,8.170616000000000545e-01
-5.610571666666667179e-01,7.159011666666666995e-01,8.325903333333332101e-01
-5.284536176470587820e-01,7.263004411764706347e-01,8.127272941176469923e-01
-4.937251249999999869e-01,7.595697500000000435e-01,8.115436249999999907e-01
-5.264018666666665514e-01,7.266343666666663648e-01,8.362632999999999317e-01
-4.947540000000000271e-01,7.683442500000000619e-01,8.386982499999999785e-01
-4.941062857142857756e-01,8.006977142857142349e-01,7.688552857142857411e-01
-4.930581999999999465e-01,8.220946000000000087e-01,7.688642000000001087e-01
-4.944804999999999895e-01,7.919274999999998954e-01,7.861215000000000286e-01
-4.941159999999999997e-01,8.176242000000000232e-01,7.903196000000000110e-01
-4.934897999999999785e-01,8.522244000000001041e-01,7.692954000000000736e-01
-4.944347499999999784e-01,8.730447500000000360e-01,7.717632500000000118e-01
-4.947663333333333635e-01,8.483553333333332391e-01,7.889426666666666810e-01
-4.933436000000000488e-01,8.816988000000000048e-01,7.891059999999999741e-01
-4.933888333333333320e-01,7.937966666666667059e-01,8.125931666666666997e-01
-4.931391250000000115e-01,8.209102500000000635e-01,8.121702500000000935e-01
-4.918556666666666355e-01,7.871133333333334425e-01,8.345706666666666829e-01
-4.936982500000000051e-01,8.165267499999999679e-01,8.370527500000000121e-01
-4.937662500000000176e-01,8.568272499999999292e-01,8.129159999999999719e-01
-4.938082857142856996e-01,8.772498571428570813e-01,8.138344285714286253e-01
-4.937876666666666803e-01,8.474970000000000558e-01,8.370710000000000095e-01
-4.952797999999999368e-01,8.804490000000001482e-01,8.390494000000000563e-01
-4.907090000000000063e-01,5.221729999999999983e-01,5.209460000000000202e-01
-4.903395000000000392e-01,5.962650000000000450e-01,4.923275000000000290e-01
-4.898879999999999901e-01,6.023690000000000433e-01,5.193109999999999671e-01
-4.897929999999999784e-01,6.099419999999999842e-01,4.992975000000000052e-01
-4.889229999999999410e-01,6.508639999999999981e-01,4.856222000000000039e-01
-4.898497499999999727e-01,6.243971249999999973e-01,5.082296250000000182e-01
-4.897485714285714775e-01,6.541781428571428192e-01,5.165861428571428826e-01
-4.908645000000000369e-01,5.938714999999999966e-01,5.368475000000000330e-01
-4.895326363636364198e-01,6.205523636363637907e-01,5.387509090909090581e-01
-4.898176666666666512e-01,6.477341111111111216e-01,5.392505555555556773e-01
-4.902759999999999896e-01,6.260990000000000721e-01,5.588639999999999164e-01
-4.898443333333333261e-01,6.441595000000001070e-01,5.580773333333333142e-01
-4.897290000000000254e-01,5.889229999999999743e-01,5.933629999999999738e-01
-4.903219999999999801e-01,5.999400000000000288e-01,6.024800000000000155e-01
-4.898159999999999736e-01,6.302415000000000100e-01,5.786229999999999984e-01
-4.895705000000000751e-01,6.467431666666666468e-01,5.799771666666666547e-01
-4.877305000000000113e-01,6.258667500000000272e-01,6.000820000000000043e-01
-4.893257500000000038e-01,6.512842500000000090e-01,6.046670000000000655e-01
-4.899667500000000064e-01,5.621264999999999734e-01,6.296214999999999451e-01
-4.894614999999999938e-01,5.965525000000000411e-01,6.284085000000000365e-01
-4.904020000000000046e-01,5.566189999999999749e-01,6.412400000000000322e-01
-4.909129999999999883e-01,5.988839999999999719e-01,6.608030000000000292e-01
-4.895034999999999803e-01,6.215070000000000316e-01,6.342760000000000620e-01
-4.892278571428571587e-01,6.564265714285715259e-01,6.264157142857141869e-01
-4.901087142857143419e-01,6.208970000000000322e-01,6.516668571428569923e-01
-4.900289999999999924e-01,6.453323333333332856e-01,6.549528333333333174e-01
2.695730000000000071e-01,5.392709999999999448e-01,4.821219999999999950e-01
2.724759999999999960e-01,5.548649999999999416e-01,4.869485000000000063e-01
2.191475666666665711e-01,5.997464666666665334e-01,4.894437333333332973e-01
2.245738399999999690e-01,6.118270399999998777e-01,4.910007600000000916e-01
2.283450000000000202e-01,6.480096666666667060e-01,4.909844999999999904e-01
2.241120000000000057e-01,6.236141111111110913e-01,5.083011111111110925e-01
2.397045000000000425e-01,6.465431000000000372e-01,5.152183999999999653e-01
8.283581666666665067e-01,4.427574999999999705e-01,5.771941666666666748e-01
8.050699999999999523e-01,4.639249999999999763e-01,5.784740000000000437e-01
8.635840000000000183e-01,5.123490000000000544e-01,6.226580000000000448e-01
-4.895633333333333503e-01,6.813596666666666968e-01,4.980589999999999740e-01
-4.894604999999999650e-01,7.026299999999999768e-01,4.924897999999999776e-01
-4.898725999999999914e-01,6.780598000000001013e-01,5.111917999999999740e-01
-4.899585000000000190e-01,7.131199999999999761e-01,5.107462499999999572e-01
-4.881137333333332995e-01,7.345880666666668724e-01,4.928129999999998900e-01
-4.894571999999999257e-01,7.588683999999998875e-01,4.901379000000000152e-01
-4.885869411764705572e-01,7.315534705882353883e-01,5.139035882352941398e-01
-4.883174285714285690e-01,7.629304285714285649e-01,5.146622857142856278e-01
-4.901384444444444877e-01,6.740894444444445188e-01,5.385458888888888795e-01
-4.892095999999999667e-01,7.027739999999998988e-01,5.350336666666667407e-01
-4.900260000000000171e-01,6.759492857142855859e-01,5.621588571428570713e-01
-4.892280000000001072e-01,7.078038749999999713e-01,5.629157500000000480e-01
-4.889900000000000357e-01,7.351446000000000369e-01,5.363898000000000277e-01
-4.898635999999999546e-01,7.576934000000000724e-01,5.383497999999999895e-01
-4.890149000000000301e-01,7.366831000000000351e-01,5.575656999999999419e-01
-4.893919999999999937e-01,7.645876363636364692e-01,5.608233636363636476e-01
-4.887664285714286017e-01,7.940594285714286382e-01,4.912784285714285604e-01
-4.903476666666666262e-01,8.264270000000001337e-01,4.916150000000000797e-01
-4.895195555555555411e-01,7.891662222222221024e-01,5.117143333333333821e-01
-4.897448000000000357e-01,8.193192666666667678e-01,5.142631999999999204e-01
-4.889620999999998996e-01,8.489877000000000118e-01,4.891164000000000067e-01
-4.891577999999999760e-01,8.728718000000000865e-01,4.935314000000000645e-01
-4.889521999999999480e-01,8.497691999999998913e-01,5.152319999999999123e-01
-4.894992499999999414e-01,8.778715000000000268e-01,5.141067500000000567e-01
-4.898518000000000039e-01,7.922857999999999290e-01,5.384311999999999987e-01
-4.899064444444444222e-01,8.237112222222222613e-01,5.331393333333332984e-01
-4.888113000000000596e-01,7.912823000000001050e-01,5.606879999999999642e-01
-4.893397142857143223e-01,8.251722857142859135e-01,5.606887142857142070e-01
-4.886230000000000295e-01,8.492977999999998806e-01,5.368763999999999204e-01
-4.888894999999999769e-01,8.885374999999999801e-01,5.431539999999999146e-01
-4.892886249999999770e-01,8.471829999999997973e-01,5.601468750000000441e-01
-4.893044999999999756e-01,8.816973333333333329e-01,5.596384999999999277e-01
-4.894748750000000315e-01,6.766027500000000305e-01,5.859392500000000226e-01
-4.880898181818181802e-01,7.114496363636363396e-01,5.840020909090909429e-01
-4.903342727272726465e-01,6.760672727272727389e-01,6.078431818181818658e-01
-4.889622999999999609e-01,7.067101000000001187e-01,6.064074000000000408e-01
-4.867032500000000317e-01,7.321427499999999533e-01,5.779335000000000999e-01
-4.892121428571428177e-01,7.605697142857142934e-01,5.838968571428572174e-01
-4.887190000000000700e-01,7.315573750000000652e-01,6.068816250000000911e-01
-4.908430000000000293e-01,7.752029999999999754e-01,6.047854999999999759e-01
-4.893622000000000805e-01,6.771333999999999964e-01,6.293615000000000181e-01
-4.896425384615384901e-01,7.073106923076923902e-01,6.298016153846154319e-01
-4.896429999999999949e-01,6.807127272727273581e-01,6.543289090909090167e-01
-4.890197142857141688e-01,7.046751428571429443e-01,6.497584999999999056e-01
-4.894146153846153924e-01,7.306554615384613927e-01,6.267595384615385345e-01
-4.895938888888888840e-01,7.618070000000000119e-01,6.255512222222222585e-01
-4.892818571428571572e-01,7.323382857142857194e-01,6.499191428571428064e-01
-4.902611428571428398e-01,7.660402857142856181e-01,6.514028571428571723e-01
-4.881742499999999763e-01,7.951026250000000628e-01,5.861883749999999837e-01
-4.893226250000000666e-01,8.208386250000000439e-01,5.820330000000000226e-01
-4.888118888888889346e-01,7.912447777777779079e-01,6.020448888888889627e-01
-4.905190000000000383e-01,8.243260000000000032e-01,6.111329999999999263e-01
-4.899430000000000174e-01,8.602216666666667733e-01,5.872793333333333754e-01
