x,y,z
-5.019719999999999738e-01,-2.157109750000000048e+00,8.340580000000000771e-01
-5.065286666666666271e-01,-2.129805000000000170e+00,8.424043333333334216e-01
-5.096946666666667403e-01,-2.103926333333333343e+00,6.728483333333333816e-01
-5.139418571428572280e-01,-2.071607428571428766e+00,6.733397142857142637e-01
-5.123322000000000154e-01,-2.066516600000000370e+00,6.981629999999999781e-01
-5.147019999999999929e-01,-2.040628333333333710e+00,6.693683333333333429e-01
-5.117680000000000007e-01,-2.012546571428571518e+00,6.744804285714286474e-01
-5.145100000000000229e-01,-2.049276499999999945e+00,6.969977499999999715e-01
-5.112824999999999731e-01,-2.013118500000000033e+00,6.979974999999999374e-01
-5.078059999999999796e-01,-2.107515666666666565e+00,7.180333333333334123e-01
-5.071390000000000065e-01,-2.071831333333333358e+00,7.207293333333333329e-01
-5.105215000000000725e-01,-2.100718000000000085e+00,7.433689999999999465e-01
-5.090926666666666378e-01,-2.039240333333333322e+00,7.264736666666666842e-01
-5.103480000000000238e-01,-2.005117999999999956e+00,7.315019999999999856e-01
-5.045444999999999514e-01,-2.031636500000000289e+00,7.435175000000000534e-01
-5.155142500000000627e-01,-1.986054999999999904e+00,6.708817499999999434e-01
-5.168817000000001105e-01,-1.954544600000000187e+00,6.750829000000001523e-01
-5.142138333333333700e-01,-1.983040999999999832e+00,6.965425000000000644e-01
-5.155773333333333319e-01,-1.953098333333333381e+00,6.960126666666667239e-01
-5.163317499999999782e-01,-1.929006999999999916e+00,6.759887500000001381e-01
-5.115925000000000056e-01,-1.899555833333333332e+00,6.757073333333333265e-01
-5.128645000000000564e-01,-1.929945000000000022e+00,6.979634999999999589e-01
-5.161835714285715193e-01,-1.901831285714285835e+00,7.003141428571427740e-01
-5.068219999999999947e-01,-1.995997000000000021e+00,7.164700000000000513e-01
-5.072946666666666715e-01,-1.959773666666666747e+00,7.205676666666667174e-01
-5.041166666666666574e-01,-1.993172000000000166e+00,7.453103333333332969e-01
-5.040119999999999045e-01,-1.956532333333333540e+00,7.402963333333333340e-01
-5.022593333333332799e-01,-1.902670333333333241e+00,7.185386666666667699e-01
-5.080713333333333193e-01,-1.929711666666666714e+00,7.448313333333332897e-01
-5.066720000000000113e-01,-1.908635000000000081e+00,7.527890000000000414e-01
-5.070366666666666911e-01,-2.104995999999999867e+00,7.699656666666666593e-01
-5.090660000000000185e-01,-2.078250999999999848e+00,7.621709999999999319e-01
-5.065020000000000078e-01,-2.101786999999999850e+00,7.899095000000000422e-01
-5.096199999999999619e-01,-2.072843000000000213e+00,7.936969999999999859e-01
-5.071873333333333234e-01,-2.047211000000000336e+00,7.740110000000001156e-01
-5.060929999999999040e-01,-2.006491500000000094e+00,7.705729999999999524e-01
-5.100459999999999994e-01,-2.047004999999999963e+00,7.941449999999999898e-01
-5.069773333333332799e-01,-2.101093999999999795e+00,8.144059999999999633e-01
-5.076399999999999801e-01,-2.065902000000000349e+00,8.124374999999999236e-01
-5.066969999999999530e-01,-2.093186999999999909e+00,8.334829999999999739e-01
-5.081670000000000353e-01,-2.040998000000000090e+00,8.130349999999999522e-01
-5.078859999999999486e-01,-2.016290999999999833e+00,8.207879999999999621e-01
-5.072446666666666770e-01,-2.041445333333333334e+00,8.340406666666666524e-01
-5.054600000000000204e-01,-2.008427999999999880e+00,8.450779999999999959e-01
-5.043969999999999843e-01,-1.973964000000000052e+00,7.623520000000000296e-01
-5.049159999999999204e-01,-1.961837000000000053e+00,7.689794999999999270e-01
-5.059103333333333508e-01,-1.993433666666666548e+00,7.931273333333331843e-01
-5.063263333333333227e-01,-1.961178666666666848e+00,7.893813333333333793e-01
-5.039940000000000531e-01,-1.920768000000000031e+00,7.617059999999999942e-01
-5.048839999999999995e-01,-1.898667000000000105e+00,7.687499999999999334e-01
-5.080260000000000886e-01,-1.921886500000000053e+00,7.912314999999999765e-01
-5.065830000000000055e-01,-1.984938000000000091e+00,8.189830000000000165e-01
-5.047345000000000859e-01,-1.948833000000000037e+00,8.082949999999999857e-01
-5.088084999999999969e-01,-1.983479500000000062e+00,8.359354999999999425e-01
-5.054479999999998974e-01,-1.957786666666666564e+00,8.403309999999999391e-01
-5.072313333333333674e-01,-1.927349999999999897e+00,8.141613333333332925e-01
-5.081375000000000197e-01,-1.901866500000000126e+00,8.125510000000000232e-01
-5.034170000000000034e-01,-1.925705000000000000e+00,8.420119999999999827e-01
-5.045806666666666773e-01,-1.897844666666666624e+00,8.345039999999999125e-01
-3.219730000000000092e-01,-2.232429999999999914e+00,4.956110000000000237e-01
-2.912981428571428388e-01,-2.243725857142857549e+00,4.916305714285714168e-01
-1.571210000000000107e-01,-2.235167999999999822e+00,4.850749999999999784e-01
-2.889604999999999535e-01,-2.247838999999999920e+00,5.059355000000000935e-01
-1.655680000000000207e-01,-2.241460333333332944e+00,5.381113333333333859e-01
-1.689344000000000123e-01,-2.241865999999999914e+00,5.566826000000000274e-01
-1.141536666666666672e-01,-2.243041666666666600e+00,4.859586666666666499e-01
5.305572727272726830e-02,-2.236699363636363458e+00,4.895346363636363662e-01
1.907675714285714530e-01,-2.245362000000000080e+00,4.936632857142857489e-01
7.617866666666667230e-02,-2.235473999999999961e+00,5.076356666666667072e-01
1.926315000000000111e-01,-2.237368749999999906e+00,5.158467499999999095e-01
1.934984999999999900e-01,-2.241038249999999898e+00,5.366137499999998894e-01
1.915247500000000214e-01,-2.241425749999999883e+00,5.610470000000000734e-01
-3.425410666666666715e-01,-2.217284800000000278e+00,4.867747999999999520e-01
-4.398710399999998799e-01,-2.180939239999999835e+00,4.911220800000000719e-01
-3.676465588235292570e-01,-2.188338441176470806e+00,4.923454117647059203e-01
-4.355092105263156932e-01,-2.181994947368421034e+00,5.115383157894736188e-01
-3.591615384615385320e-01,-2.185961179487180051e+00,5.133252307692306449e-01
-2.888422142857142716e-01,-2.217873785714285617e+00,4.877859285714284954e-01
-1.904944000000000082e-01,-2.217828200000000471e+00,4.920243999999999174e-01
-2.790002631578947234e-01,-2.191195052631579099e+00,4.905342105263159058e-01
-1.891447692307692274e-01,-2.190927769230769151e+00,4.900101538461539286e-01
-1.891469565217391013e-01,-2.218331086956522036e+00,5.130941739130434609e-01
-3.020683000000000673e-01,-2.186206299999999825e+00,5.107882000000000255e-01
-1.779634285714285780e-01,-2.190780285714285736e+00,5.138224285714285688e-01
-4.492129777777777444e-01,-2.164093511111111479e+00,4.910436000000001355e-01
-3.631162682926829532e-01,-2.162531975609756074e+00,4.909176341463412641e-01
-4.850119999999999987e-01,-2.144038999999999806e+00,4.947509999999999963e-01
-3.193759999999999932e-01,-2.144547999999999899e+00,4.930260000000000198e-01
-4.502431886792452875e-01,-2.161775301886792011e+00,5.146412452830186890e-01
-3.647645476190476965e-01,-2.162876333333332290e+00,5.143234047619046345e-01
-2.854288749999999708e-01,-2.158629625000000107e+00,4.935515624999999851e-01
-1.906601333333333703e-01,-2.159767000000000436e+00,4.895613999999999799e-01
-2.752015384615384419e-01,-2.131751076923076749e+00,4.910063076923077419e-01
-2.218773999999999746e-01,-2.139723399999999831e+00,4.929902000000000450e-01
-2.792962173913043911e-01,-2.155922304347826390e+00,5.135054347826087939e-01
-1.996672499999999906e-01,-2.156300499999999953e+00,5.110402500000000847e-01
-2.605313333333333925e-01,-2.135247833333334011e+00,5.120773333333333843e-01
-2.169479999999999742e-01,-2.137531749999999953e+00,5.173382499999999995e-01
-3.426290000000000169e-01,-2.208015000000000061e+00,5.404940000000000300e-01
-4.446703636363636414e-01,-2.178322818181817944e+00,5.357365454545454098e-01
-3.558090714285714884e-01,-2.183127928571428011e+00,5.363463571428571663e-01
-4.890410000000000035e-01,-2.204971000000000014e+00,5.686560000000000503e-01
-4.386441999999999841e-01,-2.181654400000000216e+00,5.611479999999999801e-01
-3.685272222222222838e-01,-2.185153111111111102e+00,5.590852222222221224e-01
-1.853772608695651858e-01,-2.216519391304347941e+00,5.372289999999999566e-01
-2.549192500000000416e-01,-2.186501249999999619e+00,5.424802499999998862e-01
-1.970001999999999864e-01,-2.189184666666667223e+00,5.349878000000000133e-01
-1.837629000000000068e-01,-2.215298849999999486e+00,5.581916500000001502e-01
-2.583748000000000156e-01,-2.184571900000000788e+00,5.598579000000000194e-01
-1.859930000000000194e-01,-2.189253400000000127e+00,5.624139333333333379e-01
-4.469553770491802025e-01,-2.162995295081967306e+00,5.372950327868849518e-01
-3.640105918367346760e-01,-2.164780204081631965e+00,5.367662857142856403e-01
-4.455707333333333575e-01,-2.161670449999999910e+00,5.594118500000000438e-01
-3.687147272727273051e-01,-2.163983772727272381e+00,5.600328636363636203e-01
-2.742882941176470468e-01,-2.154436352941176303e+00,5.372747647058825349e-01
-2.112607142857143017e-01,-2.164359285714285708e+00,5.380324285714285226e-01
-2.804911999999999961e-01,-2.135921399999999970e+00,5.356054000000000093e-01
-2.268970000000000153e-01,-2.125997499999999985e+00,5.462845000000000617e-01
-2.848879999999999746e-01,-2.157205272727272583e+00,5.607966363636364138e-01
-1.941616363636363696e-01,-2.163290636363636388e+00,5.612522727272728496e-01
-2.648084444444445129e-01,-2.124169777777777934e+00,5.634267777777777209e-01
-2.131333749999999860e-01,-2.129372749999999925e+00,5.656176250000000127e-01
-9.144410000000000038e-02,-2.221134949999999719e+00,4.918352999999998643e-01
-2.669961111111111146e-02,-2.217642944444444542e+00,4.909875000000000211e-01
-9.999788888888888616e-02,-2.191215388888888338e+00,4.904964999999998909e-01
-1.794569565217391319e-02,-2.189846652173913277e+00,4.922304347826086390e-01
-9.376579999999999637e-02,-2.216539199999999710e+00,5.126209000000000460e-01
-1.574775000000000133e-02,-2.211719562499999903e+00,5.133308125000000111e-01
-1.032820769230769070e-01,-2.191520153846153729e+00,5.135276153846153324e-01
-2.548557894736842161e-02,-2.189357421052631647e+00,5.138679999999998804e-01
7.036318181818182471e-02,-2.220256363636363250e+00,4.904316363636364584e-01
1.495232499999999964e-01,-2.211198500000000067e+00,4.866989999999999927e-01
6.335025000000001072e-02,-2.184359749999999600e+00,4.898671500000000845e-01
1.435888750000000047e-01,-2.191457249999999579e+00,4.922848749999999551e-01
6.004583870967742515e-02,-2.217031193548387513e+00,5.126159999999999606e-01
1.839111999999999969e-01,-2.218102400000000252e+00,5.189593999999999596e-01
6.632799999999999807e-02,-2.189128545454545716e+00,5.134470909090909085e-01
1.484277142857142739e-01,-2.183112571428571957e+00,5.129257142857143181e-01
-1.117045000000000399e-01,-2.161660272727272236e+00,4.902845454545455284e-01
-9.629636363636362786e-03,-2.161727045454545859e+00,4.913432272727273342e-01
-3.861799999999999955e-02,-2.133862200000000264e+00,4.891245999999999650e-01
-1.107901200000000058e-01,-2.158740239999999755e+00,5.122844800000000420e-01
-1.807134999999999991e-02,-2.161165650000000049e+00,5.126682000000000183e-01
-8.627849999999999409e-02,-2.135613249999999574e+00,5.164562499999999501e-01
2.066066666666664664e-03,-2.131143266666666758e+00,5.171071333333333575e-01
7.748964285714285416e-02,-2.159528785714285526e+00,4.927047142857143847e-01
1.349468571428571739e-01,-2.161020214285714669e+00,4.928584285714285862e-01
9.272325000000000705e-02,-2.140930749999999883e+00,4.947217500000000157e-01
1.534727333333333610e-01,-2.131897000000000375e+00,4.897880666666666327e-01
6.845680000000001209e-02,-2.158185900000000323e+00,5.148910500000000168e-01
1.321056875000000130e-01,-2.160231000000000012e+00,5.170698125000001699e-01
9.654566666666666852e-02,-2.136970555555555595e+00,5.146474444444444352e-01
1.455436470588234998e-01,-2.129832176470588756e+00,5.132104117647058317e-01
-9.411470588235293366e-02,-2.213309529411764842e+00,5.367154117647059408e-01
-2.106528571428571348e-02,-2.211802714285714622e+00,5.392197142857141356e-01
-9.275526666666666920e-02,-2.192581533333333166e+00,5.373445333333334295e-01
-3.459252631578947634e-02,-2.189872947368420864e+00,5.356980000000000075e-01
-9.571499999999998065e-02,-2.212636222222222226e+00,5.613342222222222899e-01
-1.393639999999999809e-02,-2.208629599999999638e+00,5.574653999999999998e-01
-9.794563157894736749e-02,-2.190345421052631636e+00,5.600935263157894584e-01
-2.478680000000000466e-02,-2.189715466666666721e+00,5.599114000000000591e-01
6.156392857142857500e-02,-2.214550214285714524e+00,5.374858571428571263e-01
1.695544285714285782e-01,-2.212549714285714231e+00,5.413431428571428006e-01
6.736150000000001858e-02,-2.193527722222222032e+00,5.366995555555555963e-01
1.432605833333333301e-01,-2.187646750000000306e+00,5.416924999999999102e-01
6.179728571428572126e-02,-2.208554095238095538e+00,5.597098095238096649e-01
1.471660000000000190e-01,-2.209633124999999865e+00,5.639184999999999892e-01
6.167537499999999062e-02,-2.188793750000000315e+00,5.611605625000000153e-01
1.491676000000000113e-01,-2.191208099999999881e+00,5.605515999999999277e-01
-1.156218888888888574e-01,-2.159442277777777974e+00,5.354255555555557100e-01
-1.979171428571428401e-02,-2.160236071428571769e+00,5.355669285714286243e-01
-1.060000833333333281e-01,-2.133949416666666821e+00,5.391224166666667150e-01
-2.748176470588233923e-03,-2.131681941176470474e+00,5.371495294117647479e-01
-1.004651428571428778e-01,-2.155521714285714374e+00,5.611647142857142390e-01
-1.587715384615384293e-02,-2.161148846153846392e+00,5.593104615384615341e-01
-1.115568750000000137e-01,-2.129831437499999591e+00,5.596641249999999568e-01
-8.263739130434783614e-03,-2.127560695652173983e+00,5.581236086956521403e-01
6.466043750000000090e-02,-2.159358187499999637e+00,5.357767499999999128e-01
1.417612222222222607e-01,-2.155737666666666108e+00,5.364171111111111223e-01
1.037813333333333365e-01,-2.127639222222222237e+00,5.356062222222222058e-01
1.479359090909090624e-01,-2.127915545454545754e+00,5.381045454545455575e-01
6.441592307692307895e-02,-2.165510153846153418e+00,5.586856153846153639e-01
1.439585999999999921e-01,-2.159589000000000425e+00,5.631234000000000517e-01
1.012070000000000053e-01,-2.127523000000000053e+00,5.584236666666666515e-01
1.374970999999999832e-01,-2.130601500000000037e+00,5.605586000000000180e-01
1.946149999999999963e-02,-2.242696500000000093e+00,6.587950000000000195e-01
1.462620000000000031e-01,-2.266226000000000074e+00,6.606600000000000250e-01
5.016542857142857609e-02,-2.242987000000000286e+00,6.586468571428570895e-01
1.716033333333332744e-01,-2.247682266666666262e+00,6.557436666666667247e-01
-4.579447500000000115e-01,-2.177794999999999703e+00,5.826330000000000675e-01
-3.765037142857143304e-01,-2.181587571428571515e+00,5.758794285714285976e-01
-4.544037499999999952e-01,-2.182035249999999760e+00,6.067676250000000326e-01
-4.012100000000000111e-01,-2.183105999999999991e+00,6.020739999999999981e-01
-1.760478333333333201e-01,-2.209596500000000407e+00,5.783665000000000056e-01
-2.593894999999999951e-01,-2.183906499999999973e+00,5.786455000000000348e-01
-1.798285000000000022e-01,-2.181095999999999702e+00,5.785322999999999993e-01
-4.449634259259259705e-01,-2.159802092592592704e+00,5.829726851851850800e-01
-3.696348604651161773e-01,-2.163780651162790836e+00,5.829786511627906842e-01
-4.803330000000000100e-01,-2.144868000000000219e+00,5.923779999999999601e-01
-4.454362156862746724e-01,-2.158876627450979857e+00,6.055246666666666000e-01
-3.682372187499999838e-01,-2.161891218749999677e+00,6.048117187500000602e-01
-3.229423333333333312e-01,-2.142115666666666751e+00,6.071336666666666826e-01
-2.796045999999999809e-01,-2.156025800000000103e+00,5.765749999999999487e-01
-2.029912857142857352e-01,-2.166700000000000070e+00,5.827192857142857729e-01
-2.684623749999999753e-01,-2.126765374999999736e+00,5.838426249999999484e-01
-1.760035333333333507e-01,-2.129828733333333002e+00,5.836272666666666442e-01
-2.659488571428571535e-01,-2.122206999999999955e+00,6.093407142857143466e-01
-1.763580666666666186e-01,-2.122247933333333503e+00,6.052060000000001327e-01
-4.691433333333333011e-01,-2.183716166666666680e+00,6.285813333333333253e-01
-4.790110000000000201e-01,-2.181998250000000361e+00,6.490325000000000122e-01
-2.486410000000000009e-01,-2.174831999999999876e+00,6.367319999999999647e-01
-1.810924999999999896e-01,-2.185517666666666692e+00,6.379303333333332660e-01
-1.919301428571428547e-01,-2.213550214285714635e+00,6.562460000000001070e-01
-2.457183333333333441e-01,-2.197141500000000303e+00,6.518804999999999739e-01
-1.927455000000000418e-01,-2.192629071428571219e+00,6.490031428571427785e-01
-4.483674222222222006e-01,-2.157596777777777586e+00,6.280428666666667548e-01
-3.641741176470588703e-01,-2.159374000000000127e+00,6.292682058823529934e-01
-4.517223823529411542e-01,-2.157954794117646902e+00,6.515120588235292498e-01
-3.603750645161289956e-01,-2.158753999999999618e+00,6.519804516129031891e-01
-2.897721666666666640e-01,-2.153585333333333462e+00,6.352973333333333805e-01
-1.961387500000000006e-01,-2.155997500000000233e+00,6.291054999999999842e-01
-2.758215555555555976e-01,-2.131887333333333245e+00,6.283066666666665689e-01
-1.941766250000000193e-01,-2.130040999999999851e+00,6.225863750000000252e-01
-2.840530416666666169e-01,-2.156298749999999931e+00,6.531186250000000637e-01
-2.830880000000000063e-01,-2.141062999999999938e+00,6.408490000000000020e-01
-1.143996666666666773e-01,-2.210760666666666818e+00,5.789976666666666327e-01
-1.210400000000000018e-02,-2.207225000000000215e+00,5.730330000000000146e-01
-9.126400000000001178e-02,-2.191533250000000432e+00,5.794409999999999838e-01
-3.044112500000000290e-02,-2.189877000000000073e+00,5.783086250000000206e-01
6.550200000000000466e-02,-2.211434000000000122e+00,5.796522500000000910e-01
1.765386250000000046e-01,-2.217739874999999916e+00,5.792616249999998912e-01
6.435450000000002280e-02,-2.190378249999999749e+00,5.819391875000000658e-01
1.617259999999999809e-01,-2.188787125000000167e+00,5.844096250000000436e-01
1.926329999999999987e-01,-2.181843999999999895e+00,6.015439999999999676e-01
-9.779175000000001061e-02,-2.158330250000000117e+00,5.859643333333334203e-01
-2.228026666666666628e-02,-2.159928266666666818e+00,5.797568000000000721e-01
-1.037805500000000131e-01,-2.130387549999999575e+00,5.835118000000000249e-01
-5.479679999999999794e-03,-2.133581559999999211e+00,5.844910799999999407e-01
-1.113080000000000042e-01,-2.156132833333333387e+00,6.073211666666665787e-01
-9.893765384615385572e-02,-2.126455500000000054e+00,6.068401153846154639e-01
1.824736842105263539e-03,-2.130454526315789021e+00,6.063554210526315158e-01
5.806985714285714528e-02,-2.158707047619047970e+00,5.833947619047619160e-01
1.546876999999999835e-01,-2.158946500000000324e+00,5.816211000000001130e-01
5.915062500000000528e-02,-2.130589125000000195e+00,5.865703750000000882e-01
1.386061666666666692e-01,-2.128108249999999924e+00,5.858340833333334219e-01
1.825858571428571331e-01,-2.160184285714285668e+00,6.094374285714285744e-01
4.453813333333334068e-02,-2.126417866666666434e+00,6.074502000000000512e-01
1.437352727272727115e-01,-2.125282454545454058e+00,6.058498181818180450e-01
-1.047873333333333296e-01,-2.181544666666666910e+00,6.372106666666667030e-01
-1.173399999999999964e-02,-2.186824399999999891e+00,6.383159999999998835e-01
-1.049664444444444455e-01,-2.211622944444444627e+00,6.562315555555556790e-01
-3.438949999999999646e-02,-2.215242166666666623e+00,6.572986666666666977e-01
-9.966880000000000184e-02,-2.197308099999999875e+00,6.471926999999999541e-01
-3.299169230769230521e-02,-2.190021000000000218e+00,6.503769999999999829e-01
1.825019999999999976e-01,-2.217824999999999935e+00,6.361067999999999723e-01
4.625133333333333180e-02,-2.184520000000000017e+00,6.365426666666665900e-01
1.450073333333333492e-01,-2.191079666666666537e+00,6.344526666666666648e-01
7.930392307692307741e-02,-2.220302000000000220e+00,6.535903076923076371e-01
1.375255714285714415e-01,-2.220033571428571495e+00,6.473522857142857134e-01
7.481324999999999781e-02,-2.196706500000000339e+00,6.458281249999999751e-01
1.315486666666666749e-01,-2.197297000000000278e+00,6.431396666666665540e-01
-9.450020000000000642e-02,-2.157288999999999568e+00,6.304837000000000913e-01
-7.282777777777776906e-03,-2.159122999999999681e+00,6.322098888888888490e-01
-1.143417777777777922e-01,-2.135406555555555475e+00,6.238571111111110845e-01
-1.450349999999999903e-02,-2.132591125000000254e+00,6.213072499999999776e-01
3.515999999999999161e-03,-2.161696571428571634e+00,6.476477142857142155e-01
9.947000000000000286e-02,-2.162214000000000080e+00,6.317580000000000418e-01
1.527756666666666707e-01,-2.160334833333333204e+00,6.230651666666666699e-01
7.797809090909092744e-02,-2.130593727272727556e+00,6.225000000000000533e-01
1.241083333333333344e-01,-2.138985666666666674e+00,6.202783333333333760e-01
2.105269999999999919e-01,-2.265569666666666482e+00,4.899439999999999906e-01
2.077240909090909138e-01,-2.244228363636363799e+00,4.890927272727272901e-01
2.086444285714285640e-01,-2.275443142857142664e+00,5.164900000000000047e-01
2.060986666666666800e-01,-2.255986666666666363e+00,5.080746666666667855e-01
2.121313333333333384e-01,-2.269599833333333372e+00,5.311026666666666118e-01
2.061260000000000314e-01,-2.251566666666666716e+00,5.396044999999999314e-01
2.007299999999999918e-01,-2.263696666666666690e+00,5.650736666666665853e-01
2.065698000000000256e-01,-2.247528599999999877e+00,5.575037999999999938e-01
2.073579999999999868e-01,-2.231015000000000192e+00,5.465870000000000450e-01
2.080013333333333436e-01,-2.262714000000000336e+00,5.802120000000000610e-01
2.093808000000000058e-01,-2.254845600000000339e+00,5.831821999999999839e-01
2.113430000000000031e-01,-2.251460999999999935e+00,5.953789999999999916e-01
2.216160000000000074e-01,-2.292419000000000207e+00,6.575140000000000429e-01
2.102984000000000242e-01,-2.276660199999999801e+00,6.524362000000000217e-01
2.020419999999999994e-01,-2.260145000000000071e+00,6.593520000000000492e-01
2.025095000000000089e-01,-2.230766499999999652e+00,5.900484999999999758e-01
2.062834999999999808e-01,-2.216677999999999926e+00,6.020315000000000527e-01
2.000073333333333148e-01,-2.187460666666666498e+00,6.063713333333332622e-01
2.069900000000000073e-01,-2.171187000000000200e+00,6.139000000000000012e-01
2.055774999999999686e-01,-2.224083250000000067e+00,6.295280000000000875e-01
2.185950000000000115e-01,-2.225915000000000088e+00,6.431839999999999780e-01
-2.815152857142857457e-01,-2.111658428571428825e+00,4.928178571428571408e-01
-2.750276000000000387e-01,-2.081847600000000131e+00,4.954170000000000518e-01
-2.822995555555555258e-01,-2.106185000000000418e+00,5.165762222222222144e-01
-2.752371111111110991e-01,-2.080111000000000043e+00,5.149850000000000261e-01
-2.794584999999999986e-01,-2.097567999999999877e+00,5.341934999999999878e-01
-2.756219000000000308e-01,-2.075874299999999728e+00,5.367824999999999402e-01
-2.836956666666667348e-01,-2.114035666666666646e+00,5.516716666666666713e-01
-1.795304999999999818e-01,-2.108793499999999987e+00,5.709874999999999812e-01
-2.738588333333333291e-01,-2.069870083333333444e+00,5.593030833333333396e-01
-2.685641999999999752e-01,-2.053370799999999718e+00,5.633456000000000019e-01
1.572450000000000236e-01,-2.115953999999999890e+00,4.933549999999999880e-01
1.534893333333333387e-01,-2.114838999999999913e+00,5.112869999999999360e-01
1.452950000000000075e-02,-2.115953999999999890e+00,5.350200000000000511e-01
-3.599825000000000247e-02,-2.111796499999999632e+00,5.633089999999999486e-01
9.966400000000000259e-02,-2.108467000000000091e+00,5.425959999999999672e-01
1.521939999999999960e-01,-2.116306999999999938e+00,5.437400000000000011e-01
1.046658750000000054e-01,-2.110183249999999955e+00,5.622288749999999613e-01
1.538685000000000191e-01,-2.106129750000000023e+00,5.592082499999999623e-01
-2.669476363636363869e-01,-2.105663090909091206e+00,5.835656363636363420e-01
-1.974227727272727384e-01,-2.107494954545454657e+00,5.851718181818180708e-01
-2.922504999999999686e-01,-2.068882499999999958e+00,5.836360000000000436e-01
-2.656915000000000249e-01,-2.106549750000000110e+00,6.040692500000000020e-01
-1.956943599999999839e-01,-2.104723039999999656e+00,6.035605199999999337e-01
-2.742695714285713904e-01,-2.072079428571428572e+00,6.054937142857143018e-01
-2.690381500000000314e-01,-2.049344249999999867e+00,5.829245499999999858e-01
-2.716605714285714179e-01,-2.051199142857142999e+00,6.017527142857141964e-01
-2.674115000000000242e-01,-2.108261999999999858e+00,6.245370000000000088e-01
-1.858480000000000132e-01,-2.111476999999999826e+00,6.214769999999999461e-01
-1.101677222222222086e-01,-2.111257944444444590e+00,5.857131111111111288e-01
-3.306284999999999780e-02,-2.109195099999999989e+00,5.851119500000000473e-01
-1.047576428571428547e-01,-2.109369928571428687e+00,6.064583571428572295e-01
-2.292080000000000159e-02,-2.109211599999999631e+00,6.050687333333333306e-01
8.367920833333331032e-02,-2.108018374999999445e+00,5.871053750000000404e-01
1.440315882352941335e-01,-2.110856352941176795e+00,5.847249411764706695e-01
7.740229032258068298e-02,-2.108330064516128477e+00,6.043951290322583381e-01
1.351806666666666712e-01,-2.108390333333333810e+00,6.017247500000000304e-01
-3.698549999999999754e-02,-2.112463500000000050e+00,6.227230000000000265e-01
6.402249999999999608e-02,-2.110990000000000144e+00,6.190195000000000558e-01
-1.747035000000000116e-01,-2.234912624999999764e+00,6.756181250000001803e-01
-1.805205000000000004e-01,-2.233757500000000285e+00,6.895302500000000112e-01
1.958150000000000168e-02,-2.265264000000000166e+00,6.785569999999999657e-01
-1.302693333333333481e-01,-2.234131666666666405e+00,6.726656666666666062e-01
4.443714285714286082e-03,-2.247337428571428486e+00,6.757352857142857605e-01
2.141399999999999901e-02,-2.262227000000000210e+00,6.932610000000000161e-01
-1.139742499999999992e-01,-2.235205000000000108e+00,6.999456250000000157e-01
-4.398599999999999906e-03,-2.242677999999999727e+00,6.980206666666667337e-01
1.657220000000000082e-01,-2.262795666666666872e+00,6.708100000000000174e-01
7.116737037037036695e-02,-2.240339333333333016e+00,6.733797407407409175e-01
1.523623235294117584e-01,-2.249719999999999942e+00,6.750344411764704899e-01
1.796959999999999946e-01,-2.264452499999999979e+00,6.975139999999999674e-01
6.688343478260871944e-02,-2.241584826086957083e+00,6.974760000000000959e-01
1.514513142857142614e-01,-2.251573599999999509e+00,6.980304000000001619e-01
1.165814285714285824e-02,-2.267801285714285520e+00,7.212685714285714811e-01
-1.220558000000000060e-01,-2.235972399999999638e+00,7.183004000000000611e-01
-3.137000000000000899e-03,-2.247437333333333509e+00,7.185897500000001381e-01
1.887600000000000042e-02,-2.270647166666666550e+00,7.434608333333333485e-01
-1.445279999999999898e-01,-2.233138999999999985e+00,7.394220000000000237e-01
-4.825374999999999803e-03,-2.244639499999999899e+00,7.462218750000000345e-01
1.583005999999999858e-01,-2.263847199999999837e+00,7.210431999999999952e-01
6.839652941176471712e-02,-2.241713588235294541e+00,7.218244117647057978e-01
1.548641724137930775e-01,-2.253334034482758153e+00,7.218632413793102387e-01
2.739899999999999974e-02,-2.269083499999999809e+00,7.410105000000000164e-01
6.217538461538460459e-02,-2.243299615384615198e+00,7.427630769230769703e-01
1.519886333333334005e-01,-2.244675966666666245e+00,7.425357999999999681e-01
-4.828059999999999574e-01,-2.177507000000000303e+00,6.698435000000000361e-01
-2.429439999999999933e-01,-2.222426571428571584e+00,6.753872857142857455e-01
-1.961818695652173539e-01,-2.215133260869564857e+00,6.749167826086955868e-01
-2.503894999999999871e-01,-2.187438999999999911e+00,6.678290000000000060e-01
-1.919774999999999954e-01,-2.184498500000000121e+00,6.734369999999999523e-01
-2.413121249999999884e-01,-2.216965000000000074e+00,6.977712500000000651e-01
-1.856788846153845929e-01,-2.217441615384615261e+00,6.989998846153846479e-01
-2.511649999999999716e-01,-2.188235500000000222e+00,6.905364999999999975e-01
-2.091459999999999708e-01,-2.201175666666666420e+00,6.991089999999999804e-01
-4.470627333333332953e-01,-2.154944800000000438e+00,6.744809333333334767e-01
-3.580321724137930373e-01,-2.157719379310345076e+00,6.745880000000001875e-01
-4.447046250000000200e-01,-2.154590833333333233e+00,6.978664166666667112e-01
-3.623517333333333146e-01,-2.159046433333333237e+00,6.977454000000000711e-01
-4.789860000000000229e-01,-2.144486000000000114e+00,6.865539999999999976e-01
-2.847423333333333195e-01,-2.156436041666666359e+00,6.754069999999999796e-01
-2.845912500000000178e-01,-2.156111000000000555e+00,6.978037083333333834e-01
